name,full_name,description,modality,tasks,num_samples,splits,classes,num_classes,image_size,download_type,download_url,license,citation,tags,size_gb,notes,primary_category,modalities,item_count_unit,reported_quantities,source_landing_page_url,preferred_route_type,preferred_route_url,access_friction,requires_registration,requires_authentication,requires_api_token,requires_clickthrough,requires_manual_approval,requires_data_use_agreement,requires_author_contact,requires_payment,geographic_or_institutional_restriction,availability_status,route_last_checked,route_check_result,route_check_notes,acquisition_support,loader_backend,loader_name,loader_version,loader_live_tested,loader_test_date,loader_test_scope,loader_test_result,tested_command,failure_reason,source_terms,terms_evidence_url,terms_scope,terms_component_notes,dataset_doi,dataset_accession,repository_record_id,associated_publication_doi,software_doi,challenge_identifier,resource_version,canonical_resolver_url,relationships,item_count_evidence_url,modality_evidence_url,task_evidence_url,citation_evidence_url,author_source_checked,source_check_date,source_check_status,independent_audit_status,access_check_status,transfer_check_status,record_id,canonical_name,normalized_source_term_category,license_family
anterior_segment_smile,Anterior Segment Parameters After SMILE Surgery,"Tabular anterior-segment and ocular-biometry measurements before and after SMILE surgery, including slit-lamp examination, Pentacam, and IOLMaster variables.",tabular,"[""regression""]",69,"[""all""]",,,,mendeley,https://data.mendeley.com/datasets/vkdxsnhkrm/1,CC BY 4.0,"Sun C. Anterior Segment Parameter Analysis After SMILE Surgery and Its Impact on the Calculation of Effective Intraocular Lens Position. Mendeley Data, V1, 2026. doi:10.17632/vkdxsnhkrm.1","[""mendeley"", ""tabular"", ""anterior_segment"", ""cornea"", ""smile"", ""slit_lamp""]",0.01,"Source page reports clinical examination, Pentacam, and IOLMaster measurements; sample count was not exposed during curation.",tabular,"[""tabular""]",eyes,"[{""count"": 69, ""evidence_basis"": ""associated_publication"", ""evidence_url"": ""https://doi.org/10.21203/rs.3.rs-8639765/v1"", ""exactness"": ""exact"", ""notes"": ""The current Mendeley v1 deposit does not expose an enumerable row count."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-described cohort: 69 eyes from 35 participants"", ""unit"": ""eyes""}, {""count"": 35, ""evidence_basis"": ""associated_publication"", ""evidence_url"": ""https://doi.org/10.21203/rs.3.rs-8639765/v1"", ""exactness"": ""exact"", ""notes"": """", ""primary"": false, ""review_date"": ""2026-08-01"", ""scope"": ""Source-described cohort"", ""unit"": ""participants""}]",https://data.mendeley.com/datasets/vkdxsnhkrm/1,official_repository,https://data.mendeley.com/datasets/vkdxsnhkrm/1,anonymous_direct,False,False,False,False,False,False,False,False,unknown,available,2026-07-21,author_source_checked,Author-conducted source check; transfer completeness was evaluated separately.,standard_platform_supported,mendeley,mendeley_loader,0.3.0,False,,unit_or_mocked_only,not_live_tested,,,CC BY 4.0,https://data.mendeley.com/datasets/vkdxsnhkrm/1,dataset_files,Review the cited source for component-specific terms.,10.17632/vkdxsnhkrm.1,,vkdxsnhkrm/1,,,,,https://doi.org/10.17632/vkdxsnhkrm.1,[],https://doi.org/10.21203/rs.3.rs-8639765/v1,https://data.mendeley.com/datasets/vkdxsnhkrm/1,https://data.mendeley.com/datasets/vkdxsnhkrm/1,https://data.mendeley.com/datasets/vkdxsnhkrm/1,True,2026-07-21,checked_against_cited_source,not_independently_audited,author_source_checked,not_live_tested,anterior_segment_smile,Anterior Segment Parameters After SMILE Surgery,cc-by,cc-by
aod,AOD: Augmented Ocular Diseases Dataset,"Augmented ODIR-5K fundus photographs for 8-class ocular disease classification: Normal, Diabetes, Glaucoma, Cataract, AMD, Hypertension, Myopia, Other. Preprocessing includes CLAHE and standard augmentation.",fundus,"[""classification""]",14813,"[""train"", ""test""]","[""Normal"", ""Diabetes"", ""Glaucoma"", ""Cataract"", ""AMD"", ""Hypertension"", ""Myopia"", ""Other""]",8,,kaggle,https://www.kaggle.com/datasets/nurmukhammed7/augemnted-ocular-diseases,See Kaggle dataset page,AOD Dataset. Kaggle. https://www.kaggle.com/datasets/nurmukhammed7/augemnted-ocular-diseases,"[""multi_disease"", ""fundus"", ""kaggle"", ""classification"", ""augmented"", ""derivative_of_odir2019""]",2.0,"OVERLAP: AOD is an augmented variant of ODIR-2019 (already in EyeDataHub as `odir2019`). Preprocessing (CLAHE) and augmentation explain the 14,813 vs 16,000 image count delta. Kept because the augmented split appears in downstream benchmarks separately.",fundus,"[""fundus""]",images,"[{""count"": 14813, ""evidence_basis"": ""legacy_catalog_field"", ""evidence_url"": ""https://www.kaggle.com/datasets/nurmukhammed7/augemnted-ocular-diseases"", ""exactness"": ""not_assessed"", ""notes"": """", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Primary quantity reported in the reviewed catalog source"", ""unit"": ""images""}]",https://www.kaggle.com/datasets/nurmukhammed7/augemnted-ocular-diseases,data_platform,https://www.kaggle.com/datasets/nurmukhammed7/augemnted-ocular-diseases,self_service_authenticated,True,True,True,False,False,False,False,False,unknown,available,2026-07-21,author_source_checked,Author-conducted source check; transfer completeness was evaluated separately.,standard_platform_supported,kaggle,kaggle_loader,0.3.0,False,,unit_or_mocked_only,not_live_tested,,,See Kaggle dataset page,https://www.kaggle.com/datasets/nurmukhammed7/augemnted-ocular-diseases,unknown,Review the cited source for component-specific terms.,,,nurmukhammed7/augemnted-ocular-diseases,,,,,https://www.kaggle.com/datasets/nurmukhammed7/augemnted-ocular-diseases,"[{""target"": ""odir2019"", ""type"": ""derived_from""}]",https://www.kaggle.com/datasets/nurmukhammed7/augemnted-ocular-diseases,https://www.kaggle.com/datasets/nurmukhammed7/augemnted-ocular-diseases,https://www.kaggle.com/datasets/nurmukhammed7/augemnted-ocular-diseases,https://www.kaggle.com/datasets/nurmukhammed7/augemnted-ocular-diseases,True,2026-07-21,checked_against_cited_source,not_independently_audited,author_source_checked,not_live_tested,aod,AOD: Augmented Ocular Diseases Dataset,unknown,unknown
aptos2019,APTOS 2019 Blindness Detection,"3662 fundus images from Aravind Eye Hospital, graded 0-4 for diabetic retinopathy severity.",fundus,"[""grading"", ""classification""]",3662,"[""train""]","[""No DR"", ""Mild"", ""Moderate"", ""Severe"", ""Proliferative DR""]",5,,kaggle,https://www.kaggle.com/c/aptos2019-blindness-detection,Competition rules apply,"Karthik et al., APTOS 2019 Blindness Detection. Kaggle competition, 2019.","[""diabetic_retinopathy"", ""grading"", ""fundus"", ""kaggle""]",9.0,,fundus,"[""fundus""]",images,"[{""count"": 3662, ""evidence_basis"": ""legacy_catalog_field"", ""evidence_url"": ""https://www.kaggle.com/c/aptos2019-blindness-detection"", ""exactness"": ""not_assessed"", ""notes"": """", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Primary quantity reported in the reviewed catalog source"", ""unit"": ""images""}]",https://www.kaggle.com/c/aptos2019-blindness-detection,data_platform,https://www.kaggle.com/c/aptos2019-blindness-detection,self_service_clickthrough,True,True,True,True,False,False,False,False,unknown,available,2026-07-21,author_source_checked,Author-conducted source check; transfer completeness was evaluated separately.,standard_platform_supported,kaggle,kaggle_loader,0.3.0,False,2026-07-25,official_metadata_or_file_listing,unresolved_http_401,python hub/audit/validate_acquisition.py,official Kaggle file listing returned HTTP 401,Competition rules apply,https://www.kaggle.com/c/aptos2019-blindness-detection,challenge_participation,Review the cited source for component-specific terms.,,,c/aptos2019-blindness-detection,,,,,https://www.kaggle.com/c/aptos2019-blindness-detection,[],https://www.kaggle.com/c/aptos2019-blindness-detection,https://www.kaggle.com/c/aptos2019-blindness-detection,https://www.kaggle.com/c/aptos2019-blindness-detection,https://www.kaggle.com/c/aptos2019-blindness-detection,True,2026-07-21,checked_against_cited_source,not_independently_audited,author_source_checked,unresolved_http_401,aptos2019,APTOS 2019 Blindness Detection,unknown,unknown
aptos_arcade_onh_masks,APTOS Vascular Arcade and Optic Nerve Head Masks,Segmentation masks for the vascular arcade and optic nerve head derived from APTOS 2019 fundus images.,fundus,"[""segmentation""]",500,"[""all""]",,,,zenodo,https://zenodo.org/records/20711325,Apache-2.0,"APTOS vascular arcade and optic nerve head masks. Zenodo, 2026. doi:10.5281/zenodo.20711325","[""zenodo"", ""fundus"", ""aptos"", ""derivative"", ""segmentation""]",0.1,Derivative annotation layer for APTOS 2019; does not represent a new image cohort.,fundus,"[""fundus""]",images,"[{""count"": 500, ""evidence_basis"": ""legacy_catalog_field"", ""evidence_url"": ""https://zenodo.org/records/20711325"", ""exactness"": ""not_assessed"", ""notes"": """", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Primary quantity reported in the reviewed catalog source"", ""unit"": ""images""}]",https://zenodo.org/records/20711325,official_repository,https://zenodo.org/records/20711325,anonymous_direct,False,False,False,False,False,False,False,False,unknown,available,2026-07-21,author_source_checked,Author-conducted source check; transfer completeness was evaluated separately.,standard_platform_supported,zenodo,zenodo_loader,0.3.0,False,,unit_or_mocked_only,not_live_tested,,,Apache-2.0,https://zenodo.org/records/20711325,unknown,Review the cited source for component-specific terms.,10.5281/zenodo.20711325,,records/20711325,,,,,https://doi.org/10.5281/zenodo.20711325,"[{""target"": ""aptos2019"", ""type"": ""derived_from""}]",https://zenodo.org/records/20711325,https://zenodo.org/records/20711325,https://zenodo.org/records/20711325,https://zenodo.org/records/20711325,True,2026-07-21,checked_against_cited_source,not_independently_audited,author_source_checked,not_live_tested,aptos_arcade_onh_masks,APTOS Vascular Arcade and Optic Nerve Head Masks,apache,apache
aroi,AROI: Annotated Retinal OCT Images Database,"1,136 OCT B-scans from 24 AMD patients. Expert annotations for 3 retinal fluid types (IRF, SRF, PED) and 3 retinal layer boundaries for joint layer and fluid segmentation.",oct,"[""segmentation""]",1136,"[""train"", ""test""]",,,"[768, 496]",gdrive,https://drive.google.com/file/d/10Ys4xsw81evjHewZEvqHy4Kri0my8C2S/view,Research only — cite required papers (see citation field),"M. Melinščak, M. Radmilović, Z. Vatavuk, S. Lončarić, 'Annotated retinal optical coherence tomography images (AROI) database for joint retinal layer and fluid segmentation', Automatika, vol. 62, no. 3, pp. 375–385, Jul. 2021. doi:10.1080/00051144.2021.1973298 | M. Melinščak et al., 'AROI: Annotated Retinal OCT Images database', MIPRO 2021, pp. 400–405 | M. Melinščak, 'Attention-based U-net: Joint segmentation of layers and fluids from retinal OCT images', MIPRO 2023, pp. 391–396 | M. Melinščak, 'Enhancing Interpretability in Retinal OCT Analysis Using Grad-CAM: A Study on the AROI Dataset', MIPRO 2025, pp. 1433–1438.","[""oct"", ""segmentation"", ""amd"", ""fluid"", ""layers""]",0.5,,oct,"[""oct""]",images,"[{""count"": 1136, ""evidence_basis"": ""legacy_catalog_field"", ""evidence_url"": ""https://drive.google.com/file/d/10Ys4xsw81evjHewZEvqHy4Kri0my8C2S/view"", ""exactness"": ""not_assessed"", ""notes"": """", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Primary quantity reported in the reviewed catalog source"", ""unit"": ""images""}]",https://drive.google.com/file/d/10Ys4xsw81evjHewZEvqHy4Kri0my8C2S/view,cloud_file_share,https://drive.google.com/file/d/10Ys4xsw81evjHewZEvqHy4Kri0my8C2S/view,anonymous_direct,False,False,False,False,False,False,False,False,unknown,available,2026-07-21,author_source_checked,Author-conducted source check; transfer completeness was evaluated separately.,loader_implemented_not_live_tested,gdrive,gdrive_loader,0.3.0,False,,unit_or_mocked_only,not_live_tested,,,Research only — cite required papers (see citation field),https://drive.google.com/file/d/10Ys4xsw81evjHewZEvqHy4Kri0my8C2S/view,dataset_files,Review the cited source for component-specific terms.,,,,10.1080/00051144.2021.1973298,,,,https://drive.google.com/file/d/10Ys4xsw81evjHewZEvqHy4Kri0my8C2S/view,[],https://drive.google.com/file/d/10Ys4xsw81evjHewZEvqHy4Kri0my8C2S/view,https://drive.google.com/file/d/10Ys4xsw81evjHewZEvqHy4Kri0my8C2S/view,https://drive.google.com/file/d/10Ys4xsw81evjHewZEvqHy4Kri0my8C2S/view,https://drive.google.com/file/d/10Ys4xsw81evjHewZEvqHy4Kri0my8C2S/view,True,2026-07-21,checked_against_cited_source,not_independently_audited,author_source_checked,not_live_tested,aroi,AROI: Annotated Retinal OCT Images Database,research-only,research-only
aroma_octa,AROMA Retinal OCTA Artifact Dataset,"Retinal OCTA scans labeled for artifact type, artifact severity, signal strength, and image quality.",octa,"[""quality_assessment"", ""classification"", ""grading""]",281,"[""all""]",,,,zenodo,https://doi.org/10.5281/zenodo.18258095,CC BY 4.0,"Szwarcberg L, Anwer A, Gozlan A, et al. The AROMA Dataset for Automatic Detection of Artifact Type and Severity in Retinal Optical Coherence Tomography Angiography. Ophthalmic Research. 2026. doi:10.1159/000551126","[""octa"", ""artifacts"", ""image_quality"", ""severity"", ""quality_control"", ""zenodo""]",1.011,"The source reports 281 scans from 115 patients. Fourteen en-face images per scan yield 3,934 derived images with seven artifact types graded on a four-level severity scale.",octa,"[""octa""]",images,"[{""count"": 281, ""evidence_basis"": ""legacy_catalog_field"", ""evidence_url"": ""https://doi.org/10.5281/zenodo.18258095"", ""exactness"": ""not_assessed"", ""notes"": """", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Primary quantity reported in the reviewed catalog source"", ""unit"": ""images""}]",https://doi.org/10.5281/zenodo.18258095,official_repository,https://doi.org/10.5281/zenodo.18258095,anonymous_direct,False,False,False,False,False,False,False,False,unknown,available,2026-07-21,author_source_checked,Author-conducted source check; transfer completeness was evaluated separately.,standard_platform_supported,zenodo,zenodo_loader,0.3.0,False,,unit_or_mocked_only,not_live_tested,,,CC BY 4.0,https://doi.org/10.5281/zenodo.18258095,dataset_files,Review the cited source for component-specific terms.,10.5281/zenodo.18258095,,10.5281/zenodo.18258095,10.1159/000551126,,,,https://doi.org/10.5281/zenodo.18258095,[],https://doi.org/10.5281/zenodo.18258095,https://doi.org/10.5281/zenodo.18258095,https://doi.org/10.5281/zenodo.18258095,https://doi.org/10.5281/zenodo.18258095,True,2026-07-21,checked_against_cited_source,not_independently_audited,author_source_checked,not_live_tested,aroma_octa,AROMA Retinal OCTA Artifact Dataset,cc-by,cc-by
as_oct_keratitis,AS-OCT Keratitis Segmentation Dataset,"1,168 anterior-segment OCT images of keratitis with per-pixel lesion, cornea, and iris segmentation labels. Enables 3D reconstruction from B-scan stacks.",oct,"[""segmentation""]",1168,"[""all""]","[""background"", ""lesion"", ""cornea"", ""iris""]",4,,figshare,https://doi.org/10.6084/m9.figshare.c.7036994.v1,CC0 1.0,"Sun Y, et al., 'An AS-OCT image dataset for deep learning-enabled segmentation and 3D reconstruction for keratitis', Scientific Data 2024.","[""anterior_segment"", ""cornea"", ""keratitis"", ""as_oct"", ""segmentation"", ""3d""]",1.5,Adds corneal infectious disease + 3D AS-OCT use case.,oct,"[""oct""]",images,"[{""count"": 1168, ""evidence_basis"": ""legacy_catalog_field"", ""evidence_url"": ""https://doi.org/10.6084/m9.figshare.c.7036994.v1"", ""exactness"": ""not_assessed"", ""notes"": """", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Primary quantity reported in the reviewed catalog source"", ""unit"": ""images""}]",https://doi.org/10.6084/m9.figshare.c.7036994.v1,official_repository,https://doi.org/10.6084/m9.figshare.c.7036994.v1,anonymous_direct,False,False,False,False,False,False,False,False,unknown,available,2026-07-21,author_source_checked,Author-conducted source check; transfer completeness was evaluated separately.,end_to_end_tested,figshare,figshare_loader,0.3.0,True,2026-07-31,complete_current_deposit_downloaded,complete_current_deposit_downloaded,python hub/audit/verify_download_and_load.py run,,CC0 1.0,https://doi.org/10.6084/m9.figshare.c.7036994.v1,dataset_files,Review the cited source for component-specific terms.,10.6084/m9.figshare.c.7036994.v1,,10.6084/m9.figshare.c.7036994.v1,10.1038/s41597-024-03464-0,,,,https://doi.org/10.6084/m9.figshare.c.7036994.v1,[],https://doi.org/10.6084/m9.figshare.c.7036994.v1,https://doi.org/10.6084/m9.figshare.c.7036994.v1,https://doi.org/10.6084/m9.figshare.c.7036994.v1,https://doi.org/10.6084/m9.figshare.c.7036994.v1,True,2026-07-21,checked_against_cited_source,not_independently_audited,author_source_checked,complete_current_deposit_downloaded,as_oct_keratitis,AS-OCT Keratitis Segmentation Dataset,cc0,cc0
bajwa_multi_eye,Bajwa Hospital Multi Eye Disease Dataset,"Small four-class eye-disease image dataset with normal, cataract, glaucoma, and retinal disease categories.",fundus,"[""classification""]",300,"[""all""]",,,,mendeley,https://data.mendeley.com/datasets/rgwpd4m785/3,CC BY 4.0,"Kaur P. Bajwa Hospital (Multi Eye Disease Dataset). Mendeley Data, V3, 2022. doi:10.17632/rgwpd4m785.3","[""mendeley"", ""fundus"", ""cataract"", ""glaucoma"", ""multi_disease""]",0.2,,fundus,"[""fundus""]",images,"[{""count"": 300, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://data.mendeley.com/datasets/rgwpd4m785/3"", ""exactness"": ""exact"", ""notes"": """", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Four-class image collection"", ""unit"": ""images""}]",https://data.mendeley.com/datasets/rgwpd4m785/3,official_repository,https://data.mendeley.com/datasets/rgwpd4m785/3,anonymous_direct,False,False,False,False,False,False,False,False,unknown,available,2026-07-21,author_source_checked,Author-conducted source check; transfer completeness was evaluated separately.,standard_platform_supported,mendeley,mendeley_loader,0.3.0,False,,unit_or_mocked_only,not_live_tested,,,CC BY 4.0,https://data.mendeley.com/datasets/rgwpd4m785/3,dataset_files,Review the cited source for component-specific terms.,10.17632/rgwpd4m785.3,,rgwpd4m785/3,,,,,https://doi.org/10.17632/rgwpd4m785.3,[],https://data.mendeley.com/datasets/rgwpd4m785/3,https://data.mendeley.com/datasets/rgwpd4m785/3,https://data.mendeley.com/datasets/rgwpd4m785/3,https://data.mendeley.com/datasets/rgwpd4m785/3,True,2026-07-21,checked_against_cited_source,not_independently_audited,author_source_checked,not_live_tested,bajwa_multi_eye,Bajwa Hospital Multi Eye Disease Dataset,cc-by,cc-by
beh,BEH: Bangladesh Eye Hospital Glaucoma Dataset,Fundus photographs from Bangladesh Eye Hospital for glaucoma detection. Includes optic cup/disc crops and vessel segmentation masks alongside binary glaucoma/normal labels.,fundus,"[""classification"", ""segmentation""]",634,"[""train"", ""test""]","[""Normal"", ""Glaucoma""]",2,,gdrive,https://drive.google.com/file/d/1YdZm-sioiAbTdBRy4oej1q6tZL8Baft7,Research only,"Islam MT et al., 'Deep Learning-Based Glaucoma Detection with Cropped Optic Cup and Disc and Blood Vessel Segmentation', IEEE Access 2022. https://github.com/mirtanvirislam/Deep-Learning-Based-Glaucoma-Detection-with-Cropped-Optic-Cup-and-Disc-and-Blood-Vessel-Segmentation","[""glaucoma"", ""fundus"", ""gdrive"", ""classification"", ""segmentation""]",0.3,,fundus,"[""fundus""]",images,"[{""count"": 634, ""evidence_basis"": ""legacy_catalog_field"", ""evidence_url"": ""https://drive.google.com/file/d/1YdZm-sioiAbTdBRy4oej1q6tZL8Baft7"", ""exactness"": ""not_assessed"", ""notes"": """", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Primary quantity reported in the reviewed catalog source"", ""unit"": ""images""}]",https://drive.google.com/file/d/1YdZm-sioiAbTdBRy4oej1q6tZL8Baft7,cloud_file_share,https://drive.google.com/file/d/1YdZm-sioiAbTdBRy4oej1q6tZL8Baft7,anonymous_direct,False,False,False,False,False,False,False,False,unknown,available,2026-07-21,author_source_checked,Author-conducted source check; transfer completeness was evaluated separately.,loader_implemented_not_live_tested,gdrive,gdrive_loader,0.3.0,False,,unit_or_mocked_only,not_live_tested,,,Research only,https://drive.google.com/file/d/1YdZm-sioiAbTdBRy4oej1q6tZL8Baft7,dataset_files,Review the cited source for component-specific terms.,,,,,,,,https://drive.google.com/file/d/1YdZm-sioiAbTdBRy4oej1q6tZL8Baft7,[],https://drive.google.com/file/d/1YdZm-sioiAbTdBRy4oej1q6tZL8Baft7,https://drive.google.com/file/d/1YdZm-sioiAbTdBRy4oej1q6tZL8Baft7,https://drive.google.com/file/d/1YdZm-sioiAbTdBRy4oej1q6tZL8Baft7,https://drive.google.com/file/d/1YdZm-sioiAbTdBRy4oej1q6tZL8Baft7,True,2026-07-21,checked_against_cited_source,not_independently_audited,author_source_checked,not_live_tested,beh,BEH: Bangladesh Eye Hospital Glaucoma Dataset,research-only,research-only
belo,BELO Benchmark for Evaluating Language Models in Ophthalmology,"Expert-curated ophthalmology multiple-choice benchmark with rationales, assembled for held-out language-model evaluation.",text,"[""question_answering"", ""evaluation"", ""reasoning""]",900,"[""all""]",,,,manual,https://belo-dataset.vercel.app/,Unknown; mixed upstream question-bank terms,BELO: A Benchmark for Evaluation of Language Models in Ophthalmology. Ophthalmology Science. 2025:101050. doi:10.1016/j.xops.2025.101050,"[""text"", ""mcqa"", ""llm"", ""benchmark"", ""reasoning"", ""evaluation_only""]",,"The 900 questions aggregate BCSC, BioASQ, MedMCQA, MedQA, and PubMedQA sources. The project page instructs users to request the held-out benchmark by email; verify every applicable source term.",text,"[""text""]",questions,"[{""count"": 900, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://belo-dataset.vercel.app/"", ""exactness"": ""exact"", ""notes"": """", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Held-out multiple-choice benchmark"", ""unit"": ""questions""}]",https://belo-dataset.vercel.app/,documented_manual_route,https://belo-dataset.vercel.app/,author_contact,False,False,,False,,False,True,,unknown,available,2026-07-21,author_source_checked,Author-conducted source check; transfer completeness was evaluated separately.,manual_access_blocked,manual,manual_loader,0.3.0,False,,unit_or_mocked_only,not_live_tested,,,Unknown; mixed upstream question-bank terms,https://belo-dataset.vercel.app/,mixed_components,Review the cited source for component-specific terms.,,,,10.1016/j.xops.2025.101050,,,,https://belo-dataset.vercel.app/,[],https://belo-dataset.vercel.app/,https://belo-dataset.vercel.app/,https://belo-dataset.vercel.app/,https://belo-dataset.vercel.app/,True,2026-07-21,checked_against_cited_source,not_independently_audited,author_source_checked,not_live_tested,belo,BELO Benchmark for Evaluating Language Models in Ophthalmology,unknown,unknown
